,Gross Margin,Operating Margin,Net Margin,Current Ratio,Debt to Equity,Asset Turnover
2025-06-30,0.6882374238616519,0.4562195624085985,0.3614601524896707,1.3534464445042416,0.17639506345366093,0.4551254194244616
2024-06-30,0.6976444382797138,0.44644299573273716,0.35955972944084985,1.2749549031815206,0.25002886653232864,0.47860153896318164
2023-06-30,0.6892008588349102,0.417728806361041,0.3414623787839464,1.76916725076573,0.2907774593522546,0.5143867603938094
2022-06-30,0.684016744842891,0.4205527815604983,0.3668633681343622,1.7846069708251824,0.36789518559882795,0.5434437013485364
